DEVICEID,TRAVELID,SJ,LANEID,SPEED,FTNODE
916,aebaa4f14608a609121d0b66d7a30446,2019/7/3 7:33,4,48.4127303,5021_5012
916,0d53d9b4befb2f397f658abae5ada94b,2019/7/3 7:33,4,8.797315549,5021_5012
915,701dcd64c2beda8c610d306f1846799a,2019/7/3 7:34,1,35.20971588,5021_5012
915,631846e18c111047d66535ed7991c43a,2019/7/3 7:34,1,49.73651164,5021_5012
915,781ed2d7467b8bab792592a30ffbaf02,2019/7/3 7:34,3,15.45719843,5021_5012
915,11ab7b561e13f56c0c0847c32a79f0ae,2019/7/3 7:34,1.19E+18,20.07551004,5021_5012
915,4f2d230c33e3ab9b440b3d362098c34c,2019/7/3 7:34,1,56.3355454,5021_5012
915,cb3dcd7238d73955697a085a9fa6921b,2019/7/3 7:34,3,35.45118798,5021_5012
915,07a823bd60b98894a77d720fe748fc3a,2019/7/3 7:34,2,35.50634981,5021_5012
915,6b7fefa8e9b7bde49eb7dc07c7e1c21e,2019/7/3 7:34,2,35.04677534,5021_5012
915,caf71b633a00550d84cc73ed4e4291c0,2019/7/3 7:34,3,36.62706586,5021_5012
915,0c07ec9ccfcfa2e194f1cd5783176478,2019/7/3 7:34,3,42.21563376,5021_5012
915,87aef00b5619730e4cb2b6191903c302,2019/7/3 7:34,3,34.29235063,5021_5012
915,c09420605f224c8c19c8bff557699ba6,2019/7/3 7:34,2,35.33909655,5021_5012
915,e539860271a893e34eab8f2dedc402ea,2019/7/3 7:34,3,26.10485453,5021_5012
915,7bcc609ca3f407c79a3270eeef4e0df6,2019/7/3 7:34,2,15.31358976,5021_5012
915,00998c30b4bb89007cce66e184984288,2019/7/3 7:34,3,15.85550332,5021_5012
915,4b68e0d352736ed6b2d33924a455456e,2019/7/3 7:34,3,15.55945612,5021_5012
915,f9e6498437e0189724baebab5d4e6bf3,2019/7/3 7:34,1.19E+18,19.96935787,5021_5012
915,12336452412c84e9d1a10d4f6928d8e8,2019/7/3 7:34,3,35.68793542,5021_5012
916,631846e18c111047d66535ed7991c43a,2019/7/3 7:34,1,49.73651164,5021_5012
916,c63c397645ff436cbb9e2ab8129edea9,2019/7/3 7:34,4,35.1892622,5021_5012
916,11ab7b561e13f56c0c0847c32a79f0ae,2019/7/3 7:34,-1,20,5021_5012
916,4f2d230c33e3ab9b440b3d362098c34c,2019/7/3 7:34,1,56.3355454,5021_5012
916,cb3dcd7238d73955697a085a9fa6921b,2019/7/3 7:34,3,35.45118798,5021_5012
916,07a823bd60b98894a77d720fe748fc3a,2019/7/3 7:34,2,35.50634981,5021_5012
916,6b7fefa8e9b7bde49eb7dc07c7e1c21e,2019/7/3 7:34,2,35.04677534,5021_5012
916,caf71b633a00550d84cc73ed4e4291c0,2019/7/3 7:34,4,36.62706586,5021_5012
916,0c07ec9ccfcfa2e194f1cd5783176478,2019/7/3 7:34,4,42.21563376,5021_5012
916,e1fe03936bba0e911268f7cd7be4130b,2019/7/3 7:34,1,42.30269616,5021_5012
916,c09420605f224c8c19c8bff557699ba6,2019/7/3 7:34,2,35.33909655,5021_5012
916,0dc3ea34a11cd709d50840977d147306,2019/7/3 7:34,3,39.26175324,5021_5012
916,4044523fe82e093bf6142ea8cf4de5b5,2019/7/3 7:34,2,35.04624354,5021_5012
916,f340c06672d63a26b09b8361561cf4d0,2019/7/3 7:34,4,43.12959299,5021_5012
916,aaab3368d07c251556c56e11655d9860,2019/7/3 7:34,1,16.2389732,5021_5012
916,a3a9a7d54421233f2f45ad2f733118fb,2019/7/3 7:34,3,35.26825562,5021_5012
916,3250168340ed93505647ebb8b5ecc26d,2019/7/3 7:34,1,14.41729504,5021_5012
916,f9e6498437e0189724baebab5d4e6bf3,2019/7/3 7:34,-1,20,5021_5012
916,43d818d0b692e8c9eb3f5da09842968d,2019/7/3 7:34,1,15.04136975,5021_5012
915,5c15337f45ffdc87f63642b45316ac49,2019/7/3 7:35,1.19E+18,34.50367439,5021_5012
915,9c2bc21296a8b3f033dad702fc67fbce,2019/7/3 7:35,3,31.6544775,5021_5012
915,fadd5d49776e79109ae9e0baf90d4da7,2019/7/3 7:35,3,38.34868921,5021_5012
915,185de6174db875a3e5f2ada821226caa,2019/7/3 7:35,1,35.41527074,5021_5012
915,897fa1b318e24a1f4b711cdef354f6c2,2019/7/3 7:35,1.19E+18,12.70694504,5021_5012
915,b0e16aece290b65569944f76b3f3266a,2019/7/3 7:35,3,35.02258264,5021_5012
915,a5456586f8f60557cdd628d166e121c2,2019/7/3 7:35,2,44.87687062,5021_5012
915,028de38dee29b756b7c2e7f58b2cb023,2019/7/3 7:35,2,41.51110533,5021_5012
915,d0693fe2ef4451442470181e460b609f,2019/7/3 7:35,3,26.12750524,5021_5012
915,b7712fb42404b640c506ab0203016b42,2019/7/3 7:35,3,33.17660999,5021_5012
916,701dcd64c2beda8c610d306f1846799a,2019/7/3 7:35,1,35.20971588,5021_5012
916,781ed2d7467b8bab792592a30ffbaf02,2019/7/3 7:35,3,15.45719843,5021_5012
916,9c2bc21296a8b3f033dad702fc67fbce,2019/7/3 7:35,4,31.6544775,5021_5012
916,87aef00b5619730e4cb2b6191903c302,2019/7/3 7:35,4,34.29235063,5021_5012
916,185de6174db875a3e5f2ada821226caa,2019/7/3 7:35,1,35.41527074,5021_5012
916,e539860271a893e34eab8f2dedc402ea,2019/7/3 7:35,3,26.10485453,5021_5012
916,52f7576524a4591fe083fc077c94a67e,2019/7/3 7:35,4,23.54931062,5021_5012
916,00998c30b4bb89007cce66e184984288,2019/7/3 7:35,3,15.85550332,5021_5012
916,f2c4e8774c442c672aa17d0b5f3db99b,2019/7/3 7:35,1,23.99503323,5021_5012
916,12336452412c84e9d1a10d4f6928d8e8,2019/7/3 7:35,4,35.68793542,5021_5012
915,f52b84f7c74b81804637f3f00d95fa3b,2019/7/3 7:36,3,13.3150232,5021_5012
915,eecc585ebb8e8b917bb0a3d936d7f667,2019/7/3 7:36,3,42.12112574,5021_5012
915,9e74215b303ed38626378cdd95dca968,2019/7/3 7:36,3,12.81412312,5021_5012
915,e3204c511ba24d024a3cf481658b43b3,2019/7/3 7:36,1,44.00795932,5021_5012
915,adc8292c96ae69c4430cf9cdc4d185ec,2019/7/3 7:36,1,23.56871588,5021_5012
915,d6e5d7e3d66aed5275010cd398166bc7,2019/7/3 7:36,1.19E+18,20.5354913,5021_5012
915,e8c8f4ce9e84fe80435ffce065b65ff6,2019/7/3 7:36,1,41.24491209,5021_5012
915,a52ef3cc3071de5315d3b84cb43d7470,2019/7/3 7:36,1.19E+18,48.13842941,5021_5012
915,4e1109e22e20b00338d050c6dd78db15,2019/7/3 7:36,2,35.50634981,5021_5012
915,5ac5bdef21db944c81608dace890fd11,2019/7/3 7:36,2,15.69891577,5021_5012
915,7ebcdffb581a00c8c7c8cc06719cdcfd,2019/7/3 7:36,1.19E+18,16.09455911,5021_5012
915,96ba8ee369329b4546e1e71d064c82c6,2019/7/3 7:36,3,36.70603659,5021_5012
915,11b8fe5a456d1d55a7555c1055c0ad50,2019/7/3 7:36,3,42.0776517,5021_5012
915,b57d76719049c8479b59c0cc6db995b5,2019/7/3 7:36,2,35.21663419,5021_5012
915,f7ec0bb3fbda16ca6f2f1320226871cc,2019/7/3 7:36,1,42.25165905,5021_5012
915,71249b0a86c023b72f10879b178c0033,2019/7/3 7:36,3,15.16827883,5021_5012
916,eecc585ebb8e8b917bb0a3d936d7f667,2019/7/3 7:36,4,42.12112574,5021_5012
916,5c15337f45ffdc87f63642b45316ac49,2019/7/3 7:36,4,34.50367439,5021_5012
916,e19ba4901af018c6dd48965434313fa6,2019/7/3 7:36,1,5.939483621,5021_5012
916,e3204c511ba24d024a3cf481658b43b3,2019/7/3 7:36,1,44.00795932,5021_5012
916,fadd5d49776e79109ae9e0baf90d4da7,2019/7/3 7:36,3,38.34868921,5021_5012
916,e8c8f4ce9e84fe80435ffce065b65ff6,2019/7/3 7:36,1,41.24491209,5021_5012
916,bd8487e7f7b52e9aa5b92cabc00af143,2019/7/3 7:36,1,15.80042552,5021_5012
916,8efc5d4de11170e0b4419d25b1435170,2019/7/3 7:36,2,28.62355479,5021_5012
916,b0e16aece290b65569944f76b3f3266a,2019/7/3 7:36,3,35.02258264,5021_5012
916,7bcc609ca3f407c79a3270eeef4e0df6,2019/7/3 7:36,3,15.31358976,5021_5012
916,a5456586f8f60557cdd628d166e121c2,2019/7/3 7:36,2,44.87687062,5021_5012
916,4e1109e22e20b00338d050c6dd78db15,2019/7/3 7:36,2,35.50634981,5021_5012
916,dd4f7f8064970fa6014f9c36f1beeed5,2019/7/3 7:36,2,22.60731493,5021_5012
916,4b68e0d352736ed6b2d33924a455456e,2019/7/3 7:36,3,15.55945612,5021_5012
916,028de38dee29b756b7c2e7f58b2cb023,2019/7/3 7:36,2,41.51110533,5021_5012
916,96ba8ee369329b4546e1e71d064c82c6,2019/7/3 7:36,4,36.70603659,5021_5012
916,d0693fe2ef4451442470181e460b609f,2019/7/3 7:36,4,26.12750524,5021_5012
916,11b8fe5a456d1d55a7555c1055c0ad50,2019/7/3 7:36,4,42.0776517,5021_5012
916,b57d76719049c8479b59c0cc6db995b5,2019/7/3 7:36,2,35.21663419,5021_5012
916,f7ec0bb3fbda16ca6f2f1320226871cc,2019/7/3 7:36,1,42.25165905,5021_5012
916,b7712fb42404b640c506ab0203016b42,2019/7/3 7:36,4,33.17660999,5021_5012
915,babee8345b070610eea306caafbaaba0,2019/7/3 7:37,1,35.24227676,5021_5012
915,9e3041055890f0dec950ab46c1276b01,2019/7/3 7:37,3,35.02197511,5021_5012
915,a3dda687348893de1534dc8547a96d58,2019/7/3 7:37,1,35.37447568,5021_5012
915,f535ffaefa3c125fa65ebd09845ced14,2019/7/3 7:37,1,31.28604908,5021_5012
915,f29a224b736b0b8b3fa600eaabd9edab,2019/7/3 7:37,1,35.70243938,5021_5012
916,f52b84f7c74b81804637f3f00d95fa3b,2019/7/3 7:37,4,13.3150232,5021_5012
916,9e74215b303ed38626378cdd95dca968,2019/7/3 7:37,3,12.81412312,5021_5012
916,adc8292c96ae69c4430cf9cdc4d185ec,2019/7/3 7:37,1,23.56871588,5021_5012
916,babee8345b070610eea306caafbaaba0,2019/7/3 7:37,1,35.24227676,5021_5012
916,f0733d178f750077f125479ddb65f5f9,2019/7/3 7:37,3,9.796740571,5021_5012
916,0f97b85613a4776780df6463b201156f,2019/7/3 7:37,1,35.06004833,5021_5012
916,9e3041055890f0dec950ab46c1276b01,2019/7/3 7:37,4,35.02197511,5021_5012
916,897fa1b318e24a1f4b711cdef354f6c2,2019/7/3 7:37,3,12.70694504,5021_5012
916,42baaf2eff4f0c7b8cfced5e8f11447e,2019/7/3 7:37,-1,20,5021_5012
916,a52ef3cc3071de5315d3b84cb43d7470,2019/7/3 7:37,4,48.13842941,5021_5012
916,f535ffaefa3c125fa65ebd09845ced14,2019/7/3 7:37,1,31.28604908,5021_5012
916,5ac5bdef21db944c81608dace890fd11,2019/7/3 7:37,3,15.69891577,5021_5012
916,7ebcdffb581a00c8c7c8cc06719cdcfd,2019/7/3 7:37,4,16.09455911,5021_5012
916,71249b0a86c023b72f10879b178c0033,2019/7/3 7:37,3,15.16827883,5021_5012
915,a581df17e98af08bbfbf1c672ae9186e,2019/7/3 7:38,2,35.59137858,5021_5012
915,4109f1eb26f04cc6e3347315741642f2,2019/7/3 7:38,3,10.99591867,5021_5012
915,025b721c029a03b0ddb5bcdd3ca4d3c5,2019/7/3 7:38,3,35.1796948,5021_5012
915,d52881241ca3c79cf97a57a4472bba52,2019/7/3 7:38,1.19E+18,33.11030098,5021_5012
915,1b066444579a9dd11c65eafb88ee244b,2019/7/3 7:38,2,35.04624354,5021_5012
915,09bde2da0e49dd1f01c97b602be50ab7,2019/7/3 7:38,3,27.37682223,5021_5012
915,999f3f7d505e64fb10661f0b02674297,2019/7/3 7:38,1,35.72227676,5021_5012
915,458747bbf9a43360b9aa17df04796a03,2019/7/3 7:38,1.19E+18,14.428627,5021_5012
915,8644a9cc2de6779592a086c802e07ec2,2019/7/3 7:38,1.19E+18,14.43541991,5021_5012
915,84a0482590b82f647aef7296e2cbe6ea,2019/7/3 7:38,1,35.23002908,5021_5012
915,cdb539f4f7e99dcb57a5a8ee098a6078,2019/7/3 7:38,2,13.59828173,5021_5012
915,e3340727bef8469e88f1f217bcfdef86,2019/7/3 7:38,3,36.70603659,5021_5012
915,0eb8893cc641073c746bf1271dc9499b,2019/7/3 7:38,3,40.12055162,5021_5012
915,6c77f19d01d9174f091ead5f3f8ee343,2019/7/3 7:38,1.19E+18,19.92429721,5021_5012
915,f9d4945d46de11d359ec2d8ff56a8c3e,2019/7/3 7:38,1.19E+18,14.59800146,5021_5012
915,0058ab8e9d40905af6b03c65358d716e,2019/7/3 7:38,3,15.34703921,5021_5012
915,ad9a629e830faae79847123e95156a78,2019/7/3 7:38,3,38.29193249,5021_5012
915,57ccc534220b2922ff8307358d01afd5,2019/7/3 7:38,3,14.62783181,5021_5012
915,d9be3345618511f97b47e4571f2fcab3,2019/7/3 7:38,2,35.33909655,5021_5012
915,1abee4b92fb0e8a8f8f6349842793f4e,2019/7/3 7:38,1,35.04677534,5021_5012
915,075c3fb5022138d310b42fe7af055692,2019/7/3 7:38,2,14.68398067,5021_5012
915,d18241cdf73e443d096015759f450335,2019/7/3 7:38,3,39.18244254,5021_5012
915,62de55f395ab915a206e07a5af621d44,2019/7/3 7:38,3,35.24137825,5021_5012
915,ee474ba2c4ec2a126d4b45a42e1b8c3e,2019/7/3 7:38,1.19E+18,14.11272634,5021_5012
915,c53f72b83ea4482e3f4ec09d4efebf27,2019/7/3 7:38,1.19E+18,33.11030098,5021_5012
915,3e6ef1ba7445b072633540fcd4f93790,2019/7/3 7:38,3,44.23547999,5021_5012
916,d6e5d7e3d66aed5275010cd398166bc7,2019/7/3 7:38,4,20.5354913,5021_5012
916,1b066444579a9dd11c65eafb88ee244b,2019/7/3 7:38,2,35.04624354,5021_5012
916,e3340727bef8469e88f1f217bcfdef86,2019/7/3 7:38,4,36.70603659,5021_5012
916,0eb8893cc641073c746bf1271dc9499b,2019/7/3 7:38,4,40.12055162,5021_5012
916,6c77f19d01d9174f091ead5f3f8ee343,2019/7/3 7:38,-1,20,5021_5012
916,7477f99f23e33c7461c16354e9245770,2019/7/3 7:38,1,23.19470211,5021_5012
916,a3dda687348893de1534dc8547a96d58,2019/7/3 7:38,1,35.37447568,5021_5012
916,3847260e1558f1cdd3cf3b18911d99a5,2019/7/3 7:38,1,12.1224967,5021_5012
916,f29a224b736b0b8b3fa600eaabd9edab,2019/7/3 7:38,1,35.70243938,5021_5012
916,3e6ef1ba7445b072633540fcd4f93790,2019/7/3 7:38,4,44.23547999,5021_5012
916,863bd0a7114973ae0a558d9eff0ef368,2019/7/3 7:38,1,17.83900162,5021_5012
915,7772df9a5f613aa07404cf4f2ab99800,2019/7/3 7:39,3,41.15082076,5021_5012
915,5ace10c74df7a7d1c3a658e43271ad81,2019/7/3 7:39,2,29.13060023,5021_5012
915,43a0675b68dfd5de1ba1382b248922dd,2019/7/3 7:39,2,16.41163535,5021_5012
915,97f7118f49e7b16fe40ea8c4e77f688a,2019/7/3 7:39,3,47.14214207,5021_5012
915,89db439edb11d651f2a86489348ffa1e,2019/7/3 7:39,1,35.5523285,5021_5012
915,6d1dafb0d9aff5a5cba7c2558a4137f9,2019/7/3 7:39,1,35.06141941,5021_5012
915,2faa96488690852fe3714265a317e72a,2019/7/3 7:39,1.19E+18,28.87776895,5021_5012
916,a581df17e98af08bbfbf1c672ae9186e,2019/7/3 7:39,2,35.59137858,5021_5012
916,025b721c029a03b0ddb5bcdd3ca4d3c5,2019/7/3 7:39,4,35.1796948,5021_5012
916,ae26b188a3910d29ece5338771be1834,2019/7/3 7:39,2,23.99928638,5021_5012
916,d52881241ca3c79cf97a57a4472bba52,2019/7/3 7:39,4,33.11030098,5021_5012
916,09bde2da0e49dd1f01c97b602be50ab7,2019/7/3 7:39,3,27.37682223,5021_5012
916,999f3f7d505e64fb10661f0b02674297,2019/7/3 7:39,1,35.72227676,5021_5012
916,898cef54b11167187c0076df3b7c679f,2019/7/3 7:39,4,36.82597207,5021_5012
916,84a0482590b82f647aef7296e2cbe6ea,2019/7/3 7:39,1,35.23002908,5021_5012
916,3a1831a85631b5229452b069922a3849,2019/7/3 7:39,1,23.99503323,5021_5012
916,ad9a629e830faae79847123e95156a78,2019/7/3 7:39,4,38.29193249,5021_5012
916,d9be3345618511f97b47e4571f2fcab3,2019/7/3 7:39,2,35.33909655,5021_5012
916,1abee4b92fb0e8a8f8f6349842793f4e,2019/7/3 7:39,2,35.04677534,5021_5012
916,05c0349acd04ae6bc97a223c2827f8c3,2019/7/3 7:39,4,35.98901815,5021_5012
916,2faa96488690852fe3714265a317e72a,2019/7/3 7:39,4,28.87776895,5021_5012
916,d18241cdf73e443d096015759f450335,2019/7/3 7:39,4,39.18244254,5021_5012
916,62de55f395ab915a206e07a5af621d44,2019/7/3 7:39,3,35.24137825,5021_5012
916,ebf2e07aa34e47dfe0862d501eeb475a,2019/7/3 7:39,1,23.54503323,5021_5012
916,c53f72b83ea4482e3f4ec09d4efebf27,2019/7/3 7:39,4,33.11030098,5021_5012
915,c04cb617cb2b1c331e13184eac247e18,2019/7/3 7:40,2,35.28721818,5021_5012
915,c4ba1378075509ae8473d9e83eead072,2019/7/3 7:40,1,25.99840089,5021_5012
915,116c997bad86a8d3e0232196379718bf,2019/7/3 7:40,1.19E+18,24.74643413,5021_5012
915,7fd76cc83d47674a13b346e4c78b7685,2019/7/3 7:40,3,22.58036215,5021_5012
915,af434a0a542ad6c06e0c6fbe9e8aff17,2019/7/3 7:40,1.19E+18,27.31368338,5021_5012
915,d86822cdf95b37c7d61e99237cd3d76c,2019/7/3 7:40,1.19E+18,22.43761783,5021_5012
915,b15182241ef74f2d31df9c1c0a0e635b,2019/7/3 7:40,3,38.33741599,5021_5012
915,ad213ddd1624b7268d142fa678e3ce69,2019/7/3 7:40,1.19E+18,25.0347711,5021_5012
915,5ca5fca06b117e242569d5323289b069,2019/7/3 7:40,1.19E+18,27.9780077,5021_5012
915,02cd140a022d1ff0749e92cea60c0a94,2019/7/3 7:40,3,26.69815428,5021_5012
915,48b70b3dfabcb655ae072e8588ad67b5,2019/7/3 7:40,1.19E+18,35.15748289,5021_5012
915,c3efd4aa8c1cadc619be9cf0ae3ed6fc,2019/7/3 7:40,1,29.86254382,5021_5012
915,cdae77d3dea1baee50a80bf71fac6624,2019/7/3 7:40,1,32.58204908,5021_5012
915,e62b0c5d37ad292b6cee6974e5fb934a,2019/7/3 7:40,1.19E+18,20.07551004,5021_5012
915,996997f5c8d206106f2c8ca132af4252,2019/7/3 7:40,3,35.75230076,5021_5012
915,29b4b514c575ba96b24f032d1ca55692,2019/7/3 7:40,1,35.37447568,5021_5012
915,8fdeb0f1c4922589008975fb005421f4,2019/7/3 7:40,3,20.98644959,5021_5012
915,a05c6ed92559b6b8b14bc7b0d977eca5,2019/7/3 7:40,3,35.08497098,5021_5012
915,39c9625dc0824a4316c4aa224dfd78d5,2019/7/3 7:40,3,19.92429721,5021_5012
915,479e4d6a4b5b8a176979ed61e8391d90,2019/7/3 7:40,3,35.45118798,5021_5012
915,418917c0cb3bfedbde44b6f8165277cb,2019/7/3 7:40,2,43.69590034,5021_5012
915,cd7e985361f8a206c0e925f32f7ea4b2,2019/7/3 7:40,3,27.92760196,5021_5012
915,48621e5d661bde1df31de3268079f7c1,2019/7/3 7:40,2,35.20971588,5021_5012
916,4109f1eb26f04cc6e3347315741642f2,2019/7/3 7:40,4,10.99591867,5021_5012
916,3d97170bf093913010836da4bda2c9d4,2019/7/3 7:40,4,23.91056325,5021_5012
916,7772df9a5f613aa07404cf4f2ab99800,2019/7/3 7:40,4,41.15082076,5021_5012
916,5ace10c74df7a7d1c3a658e43271ad81,2019/7/3 7:40,2,29.13060023,5021_5012
916,43a0675b68dfd5de1ba1382b248922dd,2019/7/3 7:40,2,16.41163535,5021_5012
916,97f7118f49e7b16fe40ea8c4e77f688a,2019/7/3 7:40,4,47.14214207,5021_5012
916,458747bbf9a43360b9aa17df04796a03,2019/7/3 7:40,3,14.428627,5021_5012
916,8644a9cc2de6779592a086c802e07ec2,2019/7/3 7:40,4,14.43541991,5021_5012
916,b15182241ef74f2d31df9c1c0a0e635b,2019/7/3 7:40,4,38.33741599,5021_5012
916,cdb539f4f7e99dcb57a5a8ee098a6078,2019/7/3 7:40,3,13.59828173,5021_5012
916,688df2ddcfc17a87157c54ca39cddaf5,2019/7/3 7:40,4,27.38137141,5021_5012
916,f9d4945d46de11d359ec2d8ff56a8c3e,2019/7/3 7:40,3,14.59800146,5021_5012
916,0058ab8e9d40905af6b03c65358d716e,2019/7/3 7:40,3,15.34703921,5021_5012
916,57ccc534220b2922ff8307358d01afd5,2019/7/3 7:40,3,14.62783181,5021_5012
916,89db439edb11d651f2a86489348ffa1e,2019/7/3 7:40,1,35.5523285,5021_5012
916,3bfb2349c763600a863579189654ca47,2019/7/3 7:40,4,10.21623741,5021_5012
916,075c3fb5022138d310b42fe7af055692,2019/7/3 7:40,3,14.68398067,5021_5012
916,6d1dafb0d9aff5a5cba7c2558a4137f9,2019/7/3 7:40,1,35.06141941,5021_5012
916,29b4b514c575ba96b24f032d1ca55692,2019/7/3 7:40,1,35.37447568,5021_5012
916,ee474ba2c4ec2a126d4b45a42e1b8c3e,2019/7/3 7:40,4,14.11272634,5021_5012
916,ca8d7ba7e4c773fe25b14c9696b85943,2019/7/3 7:40,4,23.91056325,5021_5012
916,418917c0cb3bfedbde44b6f8165277cb,2019/7/3 7:40,2,43.69590034,5021_5012
916,99ce41ff112770a45794c95053919e0d,2019/7/3 7:40,1,35.70100302,5021_5012
916,df69901fff87ac5705e657772b22b0cd,2019/7/3 7:40,3,9.976497279,5021_5012
915,3ddead15b8a71780edf8509640b1e721,2019/7/3 7:41,2,35.1644098,5021_5012
915,a89fa152c894cb8050acdb33e2209b61,2019/7/3 7:41,2,35.59137858,5021_5012
915,9fcd2d5655cd338417d11bbc4f400df2,2019/7/3 7:41,1,35.35307382,5021_5012
915,d2633a88f2333e2cffaddbca2a888365,2019/7/3 7:41,1.19E+18,20.07551004,5021_5012
915,f3a1c15cb1e362618bb2a2c0b9ad5427,2019/7/3 7:41,1,29.10759347,5021_5012
915,b2d0fa49fc1a450fb680e8cad9159789,2019/7/3 7:41,1,29.3155814,5021_5012
916,c04cb617cb2b1c331e13184eac247e18,2019/7/3 7:41,2,35.28721818,5021_5012
916,3ddead15b8a71780edf8509640b1e721,2019/7/3 7:41,2,35.1644098,5021_5012
916,a89fa152c894cb8050acdb33e2209b61,2019/7/3 7:41,2,35.59137858,5021_5012
916,c4ba1378075509ae8473d9e83eead072,2019/7/3 7:41,1,25.99840089,5021_5012
916,9fcd2d5655cd338417d11bbc4f400df2,2019/7/3 7:41,1,35.35307382,5021_5012
916,d2633a88f2333e2cffaddbca2a888365,2019/7/3 7:41,-1,20,5021_5012
916,116c997bad86a8d3e0232196379718bf,2019/7/3 7:41,4,24.74643413,5021_5012
916,0dc69892f31e7d33426a6d4a1a0c1fb9,2019/7/3 7:41,4,23.91056325,5021_5012
916,7fd76cc83d47674a13b346e4c78b7685,2019/7/3 7:41,4,22.58036215,5021_5012
916,af434a0a542ad6c06e0c6fbe9e8aff17,2019/7/3 7:41,3,27.31368338,5021_5012
916,c85aa426ad23b30a058855f969cd764d,2019/7/3 7:41,2,23.95032135,5021_5012
916,d86822cdf95b37c7d61e99237cd3d76c,2019/7/3 7:41,4,22.43761783,5021_5012
916,ad213ddd1624b7268d142fa678e3ce69,2019/7/3 7:41,4,25.0347711,5021_5012
916,5ca5fca06b117e242569d5323289b069,2019/7/3 7:41,1,27.9780077,5021_5012
916,f3a1c15cb1e362618bb2a2c0b9ad5427,2019/7/3 7:41,1,29.10759347,5021_5012
916,02cd140a022d1ff0749e92cea60c0a94,2019/7/3 7:41,4,26.69815428,5021_5012
916,48b70b3dfabcb655ae072e8588ad67b5,2019/7/3 7:41,2,35.15748289,5021_5012
916,c3efd4aa8c1cadc619be9cf0ae3ed6fc,2019/7/3 7:41,1,29.86254382,5021_5012
916,cdae77d3dea1baee50a80bf71fac6624,2019/7/3 7:41,1,32.58204908,5021_5012
916,e62b0c5d37ad292b6cee6974e5fb934a,2019/7/3 7:41,-1,20,5021_5012
916,996997f5c8d206106f2c8ca132af4252,2019/7/3 7:41,3,35.75230076,5021_5012
916,8fdeb0f1c4922589008975fb005421f4,2019/7/3 7:41,4,20.98644959,5021_5012
916,a05c6ed92559b6b8b14bc7b0d977eca5,2019/7/3 7:41,3,35.08497098,5021_5012
916,39c9625dc0824a4316c4aa224dfd78d5,2019/7/3 7:41,-1,20,5021_5012
916,479e4d6a4b5b8a176979ed61e8391d90,2019/7/3 7:41,3,35.45118798,5021_5012
916,4eafedfd855230cfecb89a2cd3b4e3ca,2019/7/3 7:41,1,19.55602658,5021_5012
916,cd7e985361f8a206c0e925f32f7ea4b2,2019/7/3 7:41,4,27.92760196,5021_5012
916,48621e5d661bde1df31de3268079f7c1,2019/7/3 7:41,1,35.20971588,5021_5012
916,b2d0fa49fc1a450fb680e8cad9159789,2019/7/3 7:41,1,29.3155814,5021_5012
915,79a1dfc7489eebef5dc7d8dad64849de,2019/7/3 7:42,3,24.33020661,5021_5012
915,0db1a7595ffb61af8d03d49a1efe4eae,2019/7/3 7:42,1.19E+18,20.07551004,5021_5012
915,e5d7e0f133e734054ecdcaa6fdc0f96c,2019/7/3 7:42,3,19.96935787,5021_5012
915,f6e7ad15388344dcca7776ba0e6df3f5,2019/7/3 7:42,3,26.47975041,5021_5012
915,ecefb43a48d113fdc57c15257f8454f5,2019/7/3 7:42,2,35.33909655,5021_5012
915,3ea2eb78ea808110f87c6966c198c815,2019/7/3 7:42,3,35.00905,5021_5012
915,624a4baa80388c68ff1c089837e0fcdb,2019/7/3 7:42,3,31.29603146,5021_5012
915,00c83610825cf5e2b010521c2c44ef00,2019/7/3 7:42,1.19E+18,35.62704811,5021_5012
915,cd3e3fb351f25fb6d4abd1a38bb68936,2019/7/3 7:42,3,26.7435719,5021_5012
915,bf81f5143344e9bff70b7b52d042977c,2019/7/3 7:42,3,41.2248409,5021_5012
915,33ea66ddcb114584f080f8ddcef7fbeb,2019/7/3 7:42,1.19E+18,30.42113785,5021_5012
915,b5fc16dd67ecdfedde5e759e8759ba4c,2019/7/3 7:42,2,35.20783101,5021_5012
915,efc9dd1f7e3585e5ca6c6b1f4a01f361,2019/7/3 7:42,1,35.70243938,5021_5012
915,3c33a9c467901fbaa5d10f694c46c4ae,2019/7/3 7:42,1,32.58204908,5021_5012
915,75038335a3f5108c62fe15346e1efff3,2019/7/3 7:42,3,27.62041032,5021_5012
915,e9b9551503b6704c5ac72d8d6876d2ba,2019/7/3 7:42,1,35.12132881,5021_5012
915,4ed2058b2ceb5245d8388bca92231353,2019/7/3 7:42,3,25.58991577,5021_5012
915,4f379bc3061a8d4b0ba2d95cc85da668,2019/7/3 7:42,1.19E+18,19.96935787,5021_5012
915,15e2974f34032aa004a4e21f877d8c41,2019/7/3 7:42,2,33.06214346,5021_5012
915,5948ed76d5b848017c3305f79f6e9bdf,2019/7/3 7:42,3,19.96935787,5021_5012
916,f3b21cd2a556c498b768a79aea8821a1,2019/7/3 7:42,1,35.86605317,5021_5012
916,f1877e9f018d0612d4cbccd4148445b8,2019/7/3 7:42,2,23.95032135,5021_5012
916,e5d7e0f133e734054ecdcaa6fdc0f96c,2019/7/3 7:42,-1,20,5021_5012
916,964f2b44022d516530bb00333b10db7a,2019/7/3 7:42,3,26.67814099,5021_5012
